Repeat,RepeatModeler Classification,Class,Sub-Class,Super-Family,Notes
rnd-1_family-231,LINE/Proto2,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.
rnd-1_family-67,DNA/TcMar-Tc1,C(),SC(H-> non-ltr retrotransposon dna transposon),SF(H-> sine),-
rnd-1_family-136,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-41,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-9,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.
rnd-1_family-40,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-79,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-76,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-0,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-85,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-1_family-182,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 8.
rnd-1_family-7,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-70,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-262,LTR/Gypsy,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-141,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-1_family-187,DNA/TcMar-ISRm11,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-152,DNA/Crypton,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-4,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-163,DNA/Sola,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-160,Simple_repeat,C(),SC(H-> helitron),SF(),-
rnd-1_family-27,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-97,DNA/Kolobok-T2,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-246,DNA/Crypton,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-66,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-102,DNA/Maverick,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-241,DNA,C(T-> ii),SC(H-> dna transposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.
rnd-1_family-126,DNA/CMC-EnSpm,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-55,LTR/DIRS,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-43,DNA,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-226,DNA/Crypton,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-269,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-77,DNA/TcMar-Pogo,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-71,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-59,DNA/TcMar-Tc1,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-61,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-1_family-80,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-14,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-130,RC/Helitron,C(),SC(H-> helitron),SF(),-
rnd-1_family-277,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-82,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-1_family-16,DNA/TcMar-Pogo,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-115,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-101,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-1_family-23,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-216,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-37,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-157,SINE?,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-57,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-109,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-272,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-45,RC/Helitron,C(),SC(H-> helitron),SF(),-
rnd-1_family-184,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-1_family-78,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-138,SINE/tRNA,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-93,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-210,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-13,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-22,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-92,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-123,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-127,DNA/CMC-EnSpm,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-278,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-265,DNA/Crypton,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-74,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-139,LTR/DIRS,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-1_family-60,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-99,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-134,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-117,SINE/MIR,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(H-> sine T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.
rnd-1_family-38,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-56,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-107,DNA/Maverick,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-111,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-46,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-15,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-189,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-1_family-47,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-119,SINE/tRNA,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-121,SINE?,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-52,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-39,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-124,SINE?,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-132,SINE/tRNA,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-120,DNA/TcMar-Pogo,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-1,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-84,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-53,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-236,buffer,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),No TSD consensus. Maximum TSD length is 3.
rnd-1_family-35,DNA/TcMar-Pogo,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-33,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-158,DNA/Crypton,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-282,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-279,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-69,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-284,DNA/PiggyBac,C(),SC(H-> ltr retrotransposon dna transposon),SF(),-
rnd-1_family-128,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),No TSD consensus. Maximum TSD length is 7.
rnd-1_family-293,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-294,DNA/Academ,C(),SC(H-> dna transposon),SF(H-> academ),-
rnd-1_family-301,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-303,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-304,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-297,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-122,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-1_family-318,DNA/hAT-hATw,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-312,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-322,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-324,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-333,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-336,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(H-> harbinger),-
rnd-1_family-347,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-1_family-349,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> hat p is1016/merlin),TSD consensus length is 7.
rnd-1_family-359,LTR/Copia,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-360,LINE/L2,C(),SC(H-> non-ltr retrotransposon dna transposon),SF(),-
rnd-1_family-362,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-363,DNA/hAT-hATw,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-364,LINE/L2,C(),SC(H-> non-ltr retrotransposon dna transposon),SF(),-
rnd-1_family-371,LINE/L2,C(),SC(H-> non-ltr retrotransposon dna transposon),SF(),-
rnd-1_family-376,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(H-> penelope),-
rnd-1_family-378,LINE/Penelope,C(),SC(H-> non-ltr retrotransposon),SF(H-> penelope),-
rnd-1_family-379,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-383,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-384,DNA/Crypton,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-1_family-389,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-391,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-397,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-405,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-409,DNA/hAT,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-411,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-413,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(H-> cr1),-
rnd-1_family-415,RC/Helitron,C(),SC(H-> helitron),SF(),-
rnd-1_family-421,DNA/CMC-Transib,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-428,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-429,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-430,DNA/TcMar-Tc2,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-432,DNA/CMC-Transib,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-434,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-437,LINE/CR1,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 10.
rnd-1_family-438,Satellite,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-1_family-439,LINE/L2,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(T-> is5/pif/harbinger is630/tc1/mariner),TSD consensus length is 3.
rnd-1_family-422,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-446,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-449,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-451,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-456,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-458,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-1_family-459,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-462,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> cr1),-
rnd-1_family-469,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-470,LINE/CR1,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),
rnd-1_family-471,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(H-> harbinger),-
rnd-1_family-472,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-1_family-474,DNA/hAT-hATw,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-466,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-486,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-487,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-488,SINE/tRNA-Deu-CR1,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-491,DNA/CMC-Transib,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-492,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-493,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-495,LTR/Gypsy,C(T-> ii),SC(T-> dna transposon),SF(T-> is256/mutator/fb),TSD consensus length is 9.
rnd-1_family-496,DNA/Academ,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-509,LINE/L2,C(T-> i),SC(H-> non-ltr retrotransposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),No TSD consensus. Maximum TSD length is 5.
rnd-1_family-511,LTR/Pao,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-1_family-512,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-514,DNA/hAT,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-516,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-529,DNA/CMC-EnSpm,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-1_family-530,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-481,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-545,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-549,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-1_family-558,Unknown,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-569,DNA/TcMar-ISRm11,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-593,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-599,DNA/hAT-Tip100,C(T-> i),SC(H-> dna transposon T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-600,DNA/TcMar,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-601,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-607,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-1_family-609,DNA/PIF-Harbinger,C(),SC(H-> dna transposon),SF(H-> harbinger),-
rnd-1_family-619,DNA/hAT,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-629,LINE/L1,C(T-> ii),SC(T-> dna transposon),SF(),No TSD consensus. Maximum TSD length is 2.
rnd-1_family-636,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-637,DNA/hAT,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-644,LTR/ERVL,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-657,Unknown,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-660,Unknown,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-662,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-667,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-669,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-674,LINE/L2,C(T-> ii),SC(H-> non-ltr retrotransposon T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-1_family-676,buffer,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-691,DNA/hAT-Blackjack,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-695,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-689,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-703,DNA/CMC-Transib,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-705,DNA/hAT-Ac,C(),SC(H-> dna transposon),SF(H-> hat),-
rnd-1_family-708,RC/Helitron,C(),SC(H-> helitron),SF(),-
rnd-1_family-711,DNA/hAT-hATx,C(T-> ii),SC(T-> dna transposon),SF(T-> cacta/en/spm is5/pif/harbinger),TSD consensus length is 3.
rnd-1_family-714,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-716,LTR/Pao,C(T-> ii),SC(T-> dna transposon),SF(T-> is630/tc1/mariner),TSD consensus length is 2.
rnd-1_family-726,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-727,LINE/R1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-733,DNA/hAT-Ac,C(),SC(H-> dna transposon),SF(H-> hat),-
rnd-1_family-734,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-748,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-754,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-772,LINE/L1-Tx1,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-795,DNA,C(),SC(H-> dna transposon),SF(),-
rnd-1_family-797,LINE/L1-Tx1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-814,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-821,LTR/Gypsy,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-1_family-826,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-753,LTR/Pao,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-1_family-831,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-834,LTR/Pao,C(),SC(H-> ltr retrotransposon),SF(),-
rnd-1_family-836,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-840,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-848,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-852,LTR/ERVL,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-867,LTR/ERV1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-877,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-879,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-880,LINE/RTE-BovB,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-884,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-886,LINE/L1,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-887,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-890,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-895,LTR/Gypsy,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-902,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-916,LINE/Jockey,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-927,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-928,LINE/L2,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-930,LTR/Gypsy,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 6.
rnd-1_family-954,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-1_family-907,LINE/L2,C(T-> i),SC(T-> ltr retrotransposon),SF(T-> ty3/gypsy ty1/copia retroviral),TSD consensus length is 5.
rnd-1_family-955,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-949,Unknown,C(T-> ii),SC(T-> dna transposon),SF(),TSD consensus length is 2.
rnd-1_family-950,LINE/L2,C(),SC(H-> non-ltr retrotransposon),SF(),-
rnd-2_family-138,RC/Helitron,C(),SC(H-> helitron),SF(),-
rnd-2_family-310,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(H-> piggybac),-
rnd-2_family-43,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
rnd-2_family-52,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-2_family-179,DNA/PiggyBac,C(T-> ii),SC(H-> dna transposon T-> dna transposon),SF(),TSD consensus length is 2.
rnd-2_family-72,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-2_family-216,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-3_family-72,SINE/MIR,C(),SC(H-> non-ltr retrotransposon),SF(H-> sine),-
rnd-3_family-132,DNA/PiggyBac,C(),SC(H-> dna transposon),SF(),-
